"site","year","Descriptors","yield (modified)","for_join_control","grouping","modification","crop","yr_post_amelioration","decile","rainfall_mean_annual","yield  (un modified)","data source","price"
"Karoonda",2014,"Spade.30_Fert.incorp_30",1.13356514270797,"Karoonda_2014","Spade fertiliser","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Spade.30_Clay.incorp_30",1.10225779225021,"Karoonda_2014","Spade non organic","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Unmodified_Clay.incorp_10",0.389288405752217,"Karoonda_2014","Unmodified non organic","Unmodified","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2015,"Spade.30_Lc.incorp_30.Clay.incorp_30",1.55189666801831,"Karoonda_2015","Spade mixed","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",1.49144253416765,"Karoonda_2015","Spade mixed","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Spade.30_Lc.incorp_30",1.4507828011729,"Karoonda_2015","Spade plant","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Spade.30_Lc.incorp_30.Fert.incorp_30",1.43570558749716,"Karoonda_2015","Spade mixed","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Unmodified_Fert.band_30.Clay.incorp_10",1.08238640595908,"Karoonda_2015","Unmodified mixed","Unmodified","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Unmodified_Fert.band_30",0.94534203956604,"Karoonda_2015","Unmodified fertiliser","Unmodified","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Spade.30_none",0.945118017945447,"Karoonda_2015","Spade none","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Spade.30_Clay.incorp_30",0.88273225069384,"Karoonda_2015","Spade non organic","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Spade.30_Fert.incorp_30.Clay.incorp_30",0.684555965920156,"Karoonda_2015","Spade mixed","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Spade.30_Fert.incorp_30",0.609084634772097,"Karoonda_2015","Spade fertiliser","Spade","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2015,"Unmodified_Clay.incorp_10",0.310928895049677,"Karoonda_2015","Unmodified non organic","Unmodified","Wheat",1,"decile_3",329.31935483871,0.572162482229258,"trial",0
"Karoonda",2016,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",2.97187895438195,"Karoonda_2016","Spade mixed","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Spade.30_Lc.incorp_30.Clay.incorp_30",2.39367918714685,"Karoonda_2016","Spade mixed","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Spade.30_none",2.37091121934953,"Karoonda_2016","Spade none","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Spade.30_Fert.incorp_30.Clay.incorp_30",2.35112994289977,"Karoonda_2016","Spade mixed","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Unmodified_Fert.band_30",2.29441764077708,"Karoonda_2016","Unmodified fertiliser","Unmodified","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Spade.30_Clay.incorp_30",2.18676270981872,"Karoonda_2016","Spade non organic","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Spade.30_Lc.incorp_30",2.1633744938848,"Karoonda_2016","Spade plant","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Spade.30_Lc.incorp_30.Fert.incorp_30",2.07647311251387,"Karoonda_2016","Spade mixed","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Unmodified_Fert.band_30.Clay.incorp_10",1.79354248090638,"Karoonda_2016","Unmodified mixed","Unmodified","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Spade.30_Fert.incorp_30",1.67589894579625,"Karoonda_2016","Spade fertiliser","Spade","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2016,"Unmodified_Clay.incorp_10",1.40046723257525,"Karoonda_2016","Unmodified non organic","Unmodified","Peas",2,"decile_10",329.31935483871,2.05378215898185,"trial",0
"Karoonda",2017,"Spade.30_Lc.incorp_30",1.888,"Karoonda_2017","Spade plant","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Spade.30_none",1.714,"Karoonda_2017","Spade none","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Unmodified_Fert.band_30.Clay.incorp_10",1.648,"Karoonda_2017","Unmodified mixed","Unmodified","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Spade.30_Lc.incorp_30.Fert.incorp_30",1.648,"Karoonda_2017","Spade mixed","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Unmodified_Fert.band_30",1.606,"Karoonda_2017","Unmodified fertiliser","Unmodified","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Spade.30_Lc.incorp_30.Clay.incorp_30",1.49,"Karoonda_2017","Spade mixed","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",1.44,"Karoonda_2017","Spade mixed","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Spade.30_Fert.incorp_30",1.35,"Karoonda_2017","Spade fertiliser","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Spade.30_Fert.incorp_30.Clay.incorp_30",1.338,"Karoonda_2017","Spade mixed","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Spade.30_Clay.incorp_30",1.338,"Karoonda_2017","Spade non organic","Spade","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2017,"Unmodified_Clay.incorp_10",1.208,"Karoonda_2017","Unmodified non organic","Unmodified","Wheat",3,"decile_4",329.31935483871,1.204,"trial",0
"Karoonda",2018,"Unmodified_Fert.band_30",0.543892213075041,"Karoonda_2018","Unmodified fertiliser","Unmodified","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_none",0.511041300050855,"Karoonda_2018","Spade none","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_Lc.incorp_30",0.479411055523924,"Karoonda_2018","Spade plant","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_Lc.incorp_30.Fert.incorp_30",0.476626483585143,"Karoonda_2018","Spade mixed","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_Fert.incorp_30",0.369952754148257,"Karoonda_2018","Spade fertiliser","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_Lc.incorp_30.Clay.incorp_30",0.339526644485141,"Karoonda_2018","Spade mixed","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_Clay.incorp_30",0.320954212428626,"Karoonda_2018","Spade non organic","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",0.294812012569022,"Karoonda_2018","Spade mixed","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Spade.30_Fert.incorp_30.Clay.incorp_30",0.279786974719872,"Karoonda_2018","Spade mixed","Spade","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Unmodified_Fert.band_30.Clay.incorp_10",0.222945344941818,"Karoonda_2018","Unmodified mixed","Unmodified","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Karoonda",2018,"Unmodified_Clay.incorp_10",0.106859279874835,"Karoonda_2018","Unmodified non organic","Unmodified","Wheat",4,"decile_1",329.31935483871,0.426814732598777,"trial",0
"Kooloonong_canola",2021,"Rip.50_Cl.surface",0.858799342105262,"Kooloonong_canola_2021","Rip animal","Rip","Canola",2,"decile_4",343.83064516129,0.812417763157894,"trial",0
"Kooloonong_canola",2021,"Rip.50_none",0.789473684210527,"Kooloonong_canola_2021","Rip none","Rip","Canola",2,"decile_4",343.83064516129,0.812417763157894,"trial",0
"Kooloonong_canola",2021,"Unmodified_Cl.surface",0.646052631578948,"Kooloonong_canola_2021","Unmodified animal","Unmodified","Canola",2,"decile_4",343.83064516129,0.812417763157894,"trial",0
"Kooloonong_chickpea",2019,"Rip.50_none",1.36934523809524,"Kooloonong_chickpea_2019","Rip none","Rip","chickpea",0,"decile_1",343.83064516129,0.276934523809523,"trial",0
"Kooloonong_chickpea",2019,"Rip.50_Cl.surface",1.1921130952381,"Kooloonong_chickpea_2019","Rip animal","Rip","chickpea",0,"decile_1",343.83064516129,0.276934523809523,"trial",0
"Kooloonong_chickpea",2019,"Unmodified_Cl.surface",0.263244047619048,"Kooloonong_chickpea_2019","Unmodified animal","Unmodified","chickpea",0,"decile_1",343.83064516129,0.276934523809523,"trial",0
"Kooloonong_chickpea",2020,"Rip.50_Cl.surface",3.23001644736842,"Kooloonong_chickpea_2020","Rip animal","Rip","barley",1,"decile_9",343.83064516129,2.42574013157895,"trial",0
"Kooloonong_chickpea",2020,"Rip.50_none",3.14695723684211,"Kooloonong_chickpea_2020","Rip none","Rip","barley",1,"decile_9",343.83064516129,2.42574013157895,"trial",0
"Kooloonong_chickpea",2020,"Unmodified_Cl.surface",2.48174342105263,"Kooloonong_chickpea_2020","Unmodified animal","Unmodified","barley",1,"decile_9",343.83064516129,2.42574013157895,"trial",0
"Kooloonong_chickpea",2021,"Rip.50_Cl.surface",0.961184210526317,"Kooloonong_chickpea_2021","Rip animal","Rip","Chickpea",2,"decile_4",343.83064516129,0.664884868421053,"trial",0
"Kooloonong_chickpea",2021,"Rip.50_none",0.863733552631577,"Kooloonong_chickpea_2021","Rip none","Rip","Chickpea",2,"decile_4",343.83064516129,0.664884868421053,"trial",0
"Kooloonong_chickpea",2021,"Unmodified_Cl.surface",0.677713815789474,"Kooloonong_chickpea_2021","Unmodified animal","Unmodified","Chickpea",2,"decile_4",343.83064516129,0.664884868421053,"trial",0
"Kooloonong_lentil",2019,"Rip.50_none",0.517559523809524,"Kooloonong_lentil_2019","Rip none","Rip","lentil",0,"decile_1",343.83064516129,0.127678571428571,"trial",0
"Kooloonong_lentil",2019,"Rip.50_Cl.surface",0.478422619047619,"Kooloonong_lentil_2019","Rip animal","Rip","lentil",0,"decile_1",343.83064516129,0.127678571428571,"trial",0
"Kooloonong_lentil",2019,"Unmodified_Cl.surface",0.0998511904761904,"Kooloonong_lentil_2019","Unmodified animal","Unmodified","lentil",0,"decile_1",343.83064516129,0.127678571428571,"trial",0
"Kooloonong_lentil",2020,"Rip.50_Cl.surface",2.48371710526316,"Kooloonong_lentil_2020","Rip animal","Rip","barley",1,"decile_9",343.83064516129,1.6249177631579,"trial",0
"Kooloonong_lentil",2020,"Rip.50_none",2.21422697368421,"Kooloonong_lentil_2020","Rip none","Rip","barley",1,"decile_9",343.83064516129,1.6249177631579,"trial",0
"Kooloonong_lentil",2020,"Unmodified_Cl.surface",1.93018092105263,"Kooloonong_lentil_2020","Unmodified animal","Unmodified","barley",1,"decile_9",343.83064516129,1.6249177631579,"trial",0
"Kooloonong_lentil",2021,"Rip.50_none",0.820888157894737,"Kooloonong_lentil_2021","Rip none","Rip","Lentil",2,"decile_4",343.83064516129,0.439720394736842,"trial",0
"Kooloonong_lentil",2021,"Rip.50_Cl.surface",0.719654605263157,"Kooloonong_lentil_2021","Rip animal","Rip","Lentil",2,"decile_4",343.83064516129,0.439720394736842,"trial",0
"Kooloonong_lentil",2021,"Unmodified_Cl.surface",0.691118421052632,"Kooloonong_lentil_2021","Unmodified animal","Unmodified","Lentil",2,"decile_4",343.83064516129,0.439720394736842,"trial",0
"Kooloonong_lupin",2019,"Rip.50_none",2.190625,"Kooloonong_lupin_2019","Rip none","Rip","lupin",0,"decile_1",343.83064516129,1.79136904761905,"trial",0
"Kooloonong_lupin",2019,"Rip.50_Cl.surface",2.00952380952381,"Kooloonong_lupin_2019","Rip animal","Rip","lupin",0,"decile_1",343.83064516129,1.79136904761905,"trial",0
"Kooloonong_lupin",2019,"Unmodified_Cl.surface",1.7327380952381,"Kooloonong_lupin_2019","Unmodified animal","Unmodified","lupin",0,"decile_1",343.83064516129,1.79136904761905,"trial",0
"Kooloonong_lupin",2020,"Rip.50_none",2.26587171052631,"Kooloonong_lupin_2020","Rip none","Rip","barley",1,"decile_9",343.83064516129,1.67475328947368,"trial",0
"Kooloonong_lupin",2020,"Rip.50_Cl.surface",2.22713815789474,"Kooloonong_lupin_2020","Rip animal","Rip","barley",1,"decile_9",343.83064516129,1.67475328947368,"trial",0
"Kooloonong_lupin",2020,"Unmodified_Cl.surface",1.98478618421053,"Kooloonong_lupin_2020","Unmodified animal","Unmodified","barley",1,"decile_9",343.83064516129,1.67475328947368,"trial",0
"Kooloonong_lupin",2021,"Rip.50_Cl.surface",0.941282894736843,"Kooloonong_lupin_2021","Rip animal","Rip","Lupin",2,"decile_4",343.83064516129,0.498273026315789,"trial",0
"Kooloonong_lupin",2021,"Rip.50_none",0.883388157894737,"Kooloonong_lupin_2021","Rip none","Rip","Lupin",2,"decile_4",343.83064516129,0.498273026315789,"trial",0
"Kooloonong_lupin",2021,"Unmodified_Cl.surface",0.660526315789473,"Kooloonong_lupin_2021","Unmodified animal","Unmodified","Lupin",2,"decile_4",343.83064516129,0.498273026315789,"trial",0
"Kybunga",2019,"Rip.50_Cl.surface",6.02020202020202,"Kybunga_2019","Rip animal","Rip","wheat",0,"decile_1",625.88064516129,4.27356902356903,"trial",0
"Kybunga",2019,"Spade.30_Cl.incorp_30",5.93434343434344,"Kybunga_2019","Spade animal","Spade","wheat",0,"decile_1",625.88064516129,4.27356902356903,"trial",0
"Kybunga",2019,"Rip.50Spade.30_none",5.45538720538721,"Kybunga_2019","Rip none","Rip","wheat",0,"decile_1",625.88064516129,4.27356902356903,"trial",0
"Kybunga",2019,"Rip.50_none",5.41919191919192,"Kybunga_2019","Rip none","Rip","wheat",0,"decile_1",625.88064516129,4.27356902356903,"trial",0
"Kybunga",2019,"Spade.30_none",5.22895622895623,"Kybunga_2019","Spade none","Spade","wheat",0,"decile_1",625.88064516129,4.27356902356903,"trial",0
"Kybunga",2019,"Rip.30_none",5.06649831649832,"Kybunga_2019","Rip none","Rip","wheat",0,"decile_1",625.88064516129,4.27356902356903,"trial",0
"Kybunga",2020,"Spade.30_Cl.incorp_30",3.5,"Kybunga_2020","Spade animal","Spade","barley",1,"decile_4",625.88064516129,2.88416666666667,"trial",0
"Kybunga",2020,"Spade.30_none",3.34083333333334,"Kybunga_2020","Spade none","Spade","barley",1,"decile_4",625.88064516129,2.88416666666667,"trial",0
"Kybunga",2020,"Rip.50Spade.30_none",3.30916666666667,"Kybunga_2020","Rip none","Rip","barley",1,"decile_4",625.88064516129,2.88416666666667,"trial",0
"Kybunga",2020,"Rip.50_Cl.surface",3.30833333333333,"Kybunga_2020","Rip animal","Rip","barley",1,"decile_4",625.88064516129,2.88416666666667,"trial",0
"Kybunga",2020,"Rip.30_none",3.02666666666667,"Kybunga_2020","Rip none","Rip","barley",1,"decile_4",625.88064516129,2.88416666666667,"trial",0
"Kybunga",2020,"Rip.50_none",2.9325,"Kybunga_2020","Rip none","Rip","barley",1,"decile_4",625.88064516129,2.88416666666667,"trial",0
"Kybunga",2021,"Spade.30_none",1.03670098670099,"Kybunga_2021","Spade none","Spade","Lentil",2,"decile_3",625.88064516129,0.724784320595839,"trial",0
"Kybunga",2021,"Rip.50Spade.30_none",1.03460247831976,"Kybunga_2021","Rip none","Rip","Lentil",2,"decile_3",625.88064516129,0.724784320595839,"trial",0
"Kybunga",2021,"Spade.30_Cl.incorp_30",1.01670372691315,"Kybunga_2021","Spade animal","Spade","Lentil",2,"decile_3",625.88064516129,0.724784320595839,"trial",0
"Kybunga",2021,"Rip.50_Cl.surface",0.932067782067783,"Kybunga_2021","Rip animal","Rip","Lentil",2,"decile_3",625.88064516129,0.724784320595839,"trial",0
"Kybunga",2021,"Rip.50_none",0.885017724491409,"Kybunga_2021","Rip none","Rip","Lentil",2,"decile_3",625.88064516129,0.724784320595839,"trial",0
"Kybunga",2021,"Rip.30_none",0.847490347490347,"Kybunga_2021","Rip none","Rip","Lentil",2,"decile_3",625.88064516129,0.724784320595839,"trial",0
"Lowaldie_Crest",2019,"Rip.60_none",2.44552478318097,"Lowaldie_Crest_2019","Rip none","Rip","wheat",0,"decile_2",313.716129032258,1.38544913162157,"trial",0
"Lowaldie_Crest",2019,"Rip.40_none",2.00838601952863,"Lowaldie_Crest_2019","Rip none","Rip","wheat",0,"decile_2",313.716129032258,1.38544913162157,"trial",0
"Lowaldie_Crest",2020,"Rip.60_none",3.59829691430663,"Lowaldie_Crest_2020","Rip none","Rip","wheat",1,"decile_7",313.716129032258,2.29830296149453,"trial",0
"Lowaldie_Crest",2020,"Rip.40_none",3.07427623636754,"Lowaldie_Crest_2020","Rip none","Rip","wheat",1,"decile_7",313.716129032258,2.29830296149453,"trial",0
"Lowaldie_Deep sand",2019,"Rip.60_none",2.34937223594756,"Lowaldie_Deep sand_2019","Rip none","Rip","wheat",0,"decile_2",313.716129032258,1.16245801081047,"trial",0
"Lowaldie_Deep sand",2019,"Rip.40_none",1.8978780004294,"Lowaldie_Deep sand_2019","Rip none","Rip","wheat",0,"decile_2",313.716129032258,1.16245801081047,"trial",0
"Lowaldie_Deep sand",2020,"Rip.60_none",3.82343972178291,"Lowaldie_Deep sand_2020","Rip none","Rip","wheat",1,"decile_7",313.716129032258,2.71443744282997,"trial",0
"Lowaldie_Deep sand",2020,"Rip.40_none",3.61588675518751,"Lowaldie_Deep sand_2020","Rip none","Rip","wheat",1,"decile_7",313.716129032258,2.71443744282997,"trial",0
"Malinong",2019,"Spade.30_none",3.97376543209877,"Malinong_2019","Spade none","Spade","barley",0,"decile_4",425.95,3.39506172839506,"trial",0
"Malinong",2019,"DiscInv.30_none",3.49151234567901,"Malinong_2019","DiscInv none","DiscInv","barley",0,"decile_4",425.95,3.39506172839506,"trial",0
"Malinong",2019,"Rip.30_none",3.22145061728395,"Malinong_2019","Rip none","Rip","barley",0,"decile_4",425.95,3.39506172839506,"trial",0
"Malinong",2019,"Rip.40_none",3.02854938271605,"Malinong_2019","Rip none","Rip","barley",0,"decile_4",425.95,3.39506172839506,"trial",0
"Malinong",2020,"Spade.30_none",2.66333333333333,"Malinong_2020","Spade none","Spade","canola",1,"decile_7",425.95,2.42333333333333,"trial",0
"Malinong",2020,"DiscInv.30_none",2.39,"Malinong_2020","DiscInv none","DiscInv","canola",1,"decile_7",425.95,2.42333333333333,"trial",0
"Malinong",2020,"Rip.30_none",2.36,"Malinong_2020","Rip none","Rip","canola",1,"decile_7",425.95,2.42333333333333,"trial",0
"Malinong",2020,"Rip.40_none",2.05333333333333,"Malinong_2020","Rip none","Rip","canola",1,"decile_7",425.95,2.42333333333333,"trial",0
"Malinong",2021,"DiscInv.30_none",3.26,"Malinong_2021","DiscInv none","DiscInv","wheat",2,"decile_5",425.95,2.71333333333333,"trial",0
"Malinong",2021,"Spade.30_none",3.15,"Malinong_2021","Spade none","Spade","wheat",2,"decile_5",425.95,2.71333333333333,"trial",0
"Malinong",2021,"Rip.40_none",2.54333333333333,"Malinong_2021","Rip none","Rip","wheat",2,"decile_5",425.95,2.71333333333333,"trial",0
"Malinong",2021,"Rip.30_none",2.48666666666667,"Malinong_2021","Rip none","Rip","wheat",2,"decile_5",425.95,2.71333333333333,"trial",0
"Monia_Gap",2019,"Spade.30_Cl.incorp_30.Gypsum.incorp_30",3.10659533695305,"Monia_Gap_2019","Spade mixed","Spade","wheat",0,"decile_1",393.724193548387,2.42010007452358,"trial",0
"Monia_Gap",2019,"Spade.30_none",2.52185137868626,"Monia_Gap_2019","Spade none","Spade","wheat",0,"decile_1",393.724193548387,2.42010007452358,"trial",0
"Monia_Gap",2019,"Spade.30_Cl.incorp_30",2.50133077823911,"Monia_Gap_2019","Spade animal","Spade","wheat",0,"decile_1",393.724193548387,2.42010007452358,"trial",0
"Monia_Gap",2019,"Spade.30_Gypsum.incorp_30",2.47231981262642,"Monia_Gap_2019","Spade non organic","Spade","wheat",0,"decile_1",393.724193548387,2.42010007452358,"trial",0
"Monia_Gap",2019,"Rip.60Spade.30_none",2.3659906313212,"Monia_Gap_2019","Rip+Spade none","Rip+Spade","wheat",0,"decile_1",393.724193548387,2.42010007452358,"trial",0
"Monia_Gap",2020,"Spade.30_Cl.incorp_30.Gypsum.incorp_30",1.4190558221566,"Monia_Gap_2020","Spade mixed","Spade","canola",1,"decile_10",393.724193548387,1.2716049382716,"trial",0
"Monia_Gap",2020,"Spade.30_Cl.incorp_30",1.33937082154136,"Monia_Gap_2020","Spade animal","Spade","canola",1,"decile_10",393.724193548387,1.2716049382716,"trial",0
"Monia_Gap",2020,"Spade.30_Gypsum.incorp_30",1.27835609696075,"Monia_Gap_2020","Spade non organic","Spade","canola",1,"decile_10",393.724193548387,1.2716049382716,"trial",0
"Monia_Gap",2020,"Rip.60Spade.30_none",1.19668594397276,"Monia_Gap_2020","Rip+Spade none","Rip+Spade","canola",1,"decile_10",393.724193548387,1.2716049382716,"trial",0
"Monia_Gap",2020,"Spade.30_none",1.05994011730446,"Monia_Gap_2020","Spade none","Spade","canola",1,"decile_10",393.724193548387,1.2716049382716,"trial",0
"Monia_Gap",2021,"Spade.30_none",3.72428781063579,"Monia_Gap_2021","Spade none","Spade","wheat",2,"decile_9",393.724193548387,3.25393179570613,"trial",0
"Monia_Gap",2021,"Spade.30_Cl.incorp_30",3.6365202411714,"Monia_Gap_2021","Spade animal","Spade","wheat",2,"decile_9",393.724193548387,3.25393179570613,"trial",0
"Monia_Gap",2021,"Spade.30_Cl.incorp_30.Gypsum.incorp_30",3.6035745047373,"Monia_Gap_2021","Spade mixed","Spade","wheat",2,"decile_9",393.724193548387,3.25393179570613,"trial",0
"Monia_Gap",2021,"Spade.30_Gypsum.incorp_30",3.42727374230389,"Monia_Gap_2021","Spade non organic","Spade","wheat",2,"decile_9",393.724193548387,3.25393179570613,"trial",0
"Monia_Gap",2021,"Rip.60Spade.30_none",3.22620186939739,"Monia_Gap_2021","Rip+Spade none","Rip+Spade","wheat",2,"decile_9",393.724193548387,3.25393179570613,"trial",0
"Mt Damper",2019,"Rip.45IncRip_Fert.incorp_45",2.8030303030303,"Mt Damper_2019","IncRip fertiliser","IncRip","wheat",0,"decile_3",324.051612903226,1.22895622895623,"trial",0
"Mt Damper",2019,"Spade.30_none",2.66835016835017,"Mt Damper_2019","Spade none","Spade","wheat",0,"decile_3",324.051612903226,1.22895622895623,"trial",0
"Mt Damper",2019,"Rip.45IncRip+Spade.30_none",2.55892255892256,"Mt Damper_2019","IncRip+Spade none","IncRip+Spade","wheat",0,"decile_3",324.051612903226,1.22895622895623,"trial",0
"Mt Damper",2019,"Rip.45IncRip_none",2.01178451178451,"Mt Damper_2019","IncRip none","IncRip","wheat",0,"decile_3",324.051612903226,1.22895622895623,"trial",0
"Mt Damper",2020,"Rip.45IncRip+Spade.30_none",2.05361111111111,"Mt Damper_2020","IncRip+Spade none","IncRip+Spade","wheat",1,"decile_4",324.051612903226,0.659722222222222,"trial",0
"Mt Damper",2020,"Spade.30_none",1.58138888888889,"Mt Damper_2020","Spade none","Spade","wheat",1,"decile_4",324.051612903226,0.659722222222222,"trial",0
"Mt Damper",2020,"Rip.45IncRip_none",1.54638888888889,"Mt Damper_2020","IncRip none","IncRip","wheat",1,"decile_4",324.051612903226,0.659722222222222,"trial",0
"Mt Damper",2020,"Rip.45IncRip_Fert.incorp_45",1.14944444444444,"Mt Damper_2020","IncRip fertiliser","IncRip","wheat",1,"decile_4",324.051612903226,0.659722222222222,"trial",0
"Mt Damper",2021,"Spade.30_none",2.70138888888889,"Mt Damper_2021","Spade none","Spade","barley",2,"decile_4",324.051612903226,1.08916666666667,"trial",0
"Mt Damper",2021,"Rip.45IncRip+Spade.30_none",2.65388888888889,"Mt Damper_2021","IncRip+Spade none","IncRip+Spade","barley",2,"decile_4",324.051612903226,1.08916666666667,"trial",0
"Mt Damper",2021,"Rip.45IncRip_Fert.incorp_45",2.32083333333333,"Mt Damper_2021","IncRip fertiliser","IncRip","barley",2,"decile_4",324.051612903226,1.08916666666667,"trial",0
"Mt Damper",2021,"Rip.45IncRip_none",1.49944444444445,"Mt Damper_2021","IncRip none","IncRip","barley",2,"decile_4",324.051612903226,1.08916666666667,"trial",0
"Murlong",2018,"Spade.30_Fert.incorp_30",3.11354225,"Murlong_2018","Spade fertiliser","Spade","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Spade.30_Lc.incorp_30",3.027169,"Murlong_2018","Spade plant","Spade","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Rip.40_Fert.incorp_40",1.8392705,"Murlong_2018","Rip fertiliser","Rip","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Spade.30_none",1.83799725,"Murlong_2018","Spade none","Spade","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Rip.40_Lc.incorp_40",1.74635825,"Murlong_2018","Rip plant","Rip","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Rip.40_none",1.36875925,"Murlong_2018","Rip none","Rip","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Rip.30_Fert.incorp_30",1.159166,"Murlong_2018","Rip fertiliser","Rip","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Rip.30_Lc.incorp_30",1.1554335,"Murlong_2018","Rip plant","Rip","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2018,"Rip.30_none",0.95766875,"Murlong_2018","Rip none","Rip","wheat",0,"decile_2",334.761290322581,0.48191325,"trial",0
"Murlong",2019,"Spade.30_Fert.incorp_30",1.71339575,"Murlong_2019","Spade fertiliser","Spade","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2019,"Spade.30_Lc.incorp_30",1.697298,"Murlong_2019","Spade plant","Spade","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2019,"Rip.40_Lc.incorp_40",1.63014825,"Murlong_2019","Rip plant","Rip","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2019,"Spade.30_none",1.5378555,"Murlong_2019","Spade none","Spade","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
"Murlong",2019,"Rip.40_none",1.5157785,"Murlong_2019","Rip none","Rip","barley",1,"decile_2",334.761290322581,0.65248875,"trial",0
